participant_id,scenario_code,complexity_class,scenario_index,started_at,completed_at,total_turns,total_elapsed_s,attempt_number,l1_syntax_ok,l1_api_valid,exec_pass_rate,eval_behavioral_match,eval_confidence,eval_code_correct,sandbox_all_pass,evaluator_1,evaluator_2,oracle_consensus,success
user_0065,M1,C2,1,2026-03-25T21:17:12.902117+00:00,2026-03-25T21:17:12.919129+00:00,4,42.19,1,1,0,,partially,5,,,correct,correct,,correct
user_0065,C1,C3,2,2026-03-25T21:23:28.391153+00:00,2026-03-25T21:23:28.411657+00:00,4,185.73,1,1,1,,partially,5,,,correct,incorrect,,correct
user_0065,S2,C1,3,2026-03-25T21:32:55.394416+00:00,2026-03-25T21:32:55.413397+00:00,8,299.56,2,1,1,,does_not_match,4,,,incorrect,incorrect,,incorrect
user_0065,M2,C2,4,2026-03-25T21:37:58.916860+00:00,2026-03-25T21:37:58.934682+00:00,8,152.27,2,1,1,,does_not_match,5,,,incorrect,incorrect,,incorrect
user_0065,C2,C3,5,2026-03-25T21:44:39.321150+00:00,2026-03-25T21:44:39.337738+00:00,4,187.17,1,1,1,,unsure,3,,,incorrect,incorrect,,incorrect
user_0067,S1,C1,0,2026-03-25T10:27:34.483894+00:00,2026-03-25T10:27:34.507106+00:00,8,192.44,1,1,1,,matches_completely,4,,,correct,correct,,correct
user_0067,M1,C2,1,2026-03-25T10:40:55.731221+00:00,2026-03-25T10:40:55.758683+00:00,11,646.77,2,1,1,,partially,5,,,correct,correct,,correct
user_0067,C1,C3,2,2026-03-25T10:43:16.568554+00:00,2026-03-25T10:43:16.584386+00:00,4,37.95,1,1,1,,matches_completely,5,,,correct,correct,,correct
user_0067,S2,C1,3,2026-03-25T10:44:42.872570+00:00,2026-03-25T10:44:42.892963+00:00,4,55.44,1,1,1,,matches_completely,5,,,correct,correct,,correct
user_0067,M2,C2,4,2026-03-25T10:45:17.569410+00:00,2026-03-25T10:45:17.589385+00:00,4,62.5,1,1,1,,matches_completely,5,,,correct,correct,,correct
user_0067,C2,C3,5,2026-03-25T10:46:07.501403+00:00,2026-03-25T10:46:07.522800+00:00,4,59.94,1,1,1,,matches_completely,4,,,correct,correct,,correct
user_0101,E2,C3,0,2026-03-24T15:15:14.358544+00:00,2026-03-24T15:15:14.379252+00:00,4,259.12,1,1,1,,matches_completely,4,yes,,correct,correct,does_not_match,correct
user_0101,E1,C3,1,2026-03-24T15:19:53.091222+00:00,2026-03-24T15:19:53.113936+00:00,5,202.59,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0101,E3,C3,2,2026-03-24T15:27:34.983199+00:00,2026-03-24T15:27:35.004006+00:00,4,285.92,1,1,1,,partially,4,yes,,correct,correct,matches_completely,correct
user_0101,E5,C3,3,2026-03-24T15:29:47.705224+00:00,2026-03-24T15:29:47.731092+00:00,4,57.58,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0101,E4,C3,4,2026-03-24T15:32:45.590243+00:00,2026-03-24T15:32:45.629249+00:00,4,57.62,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0101,E6,C3,5,2026-03-24T15:38:54.987267+00:00,2026-03-24T15:38:55.032617+00:00,4,230.7,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0102,E2,C3,0,2026-03-24T18:20:59.718601+00:00,2026-03-24T18:20:59.740010+00:00,10,1289.88,2,1,1,,matches_completely,4,yes,,correct,correct,partially,correct
user_0102,E1,C3,1,2026-03-24T18:33:49.816466+00:00,2026-03-24T18:33:49.841796+00:00,6,338.3,1,1,1,,matches_completely,5,yes,,correct,correct,partially,correct
user_0102,E3,C3,2,2026-03-24T18:57:05.582007+00:00,2026-03-24T18:57:05.606809+00:00,8,582.09,2,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0102,E5,C3,3,2026-03-24T19:05:01.995484+00:00,2026-03-24T19:05:02.016099+00:00,4,60.34,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0102,E4,C3,4,2026-03-24T19:13:07.748911+00:00,2026-03-24T19:13:07.779093+00:00,4,44.11,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0102,E6,C3,5,2026-03-24T19:19:47.226522+00:00,2026-03-24T19:19:47.248395+00:00,4,45.73,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0103,E2,C3,0,2026-03-24T18:05:09.253191+00:00,2026-03-24T18:05:09.273817+00:00,4,651.3,1,1,1,,matches_completely,4,yes,,correct,correct,does_not_match,correct
user_0103,E1,C3,1,2026-03-24T18:26:34.994994+00:00,2026-03-24T18:26:35.013572+00:00,4,1190.89,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0103,E3,C3,2,2026-03-24T18:54:52.697009+00:00,2026-03-24T18:54:52.727832+00:00,7,1444.81,2,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0103,E5,C3,3,2026-03-24T19:03:33.727661+00:00,2026-03-24T19:03:33.752297+00:00,6,251.28,1,1,1,,matches_completely,5,yes,,correct,correct,partially,correct
user_0103,E4,C3,4,2026-03-24T19:07:55.613712+00:00,2026-03-24T19:07:55.634349+00:00,4,213.34,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0103,E6,C3,5,2026-03-24T19:11:19.215816+00:00,2026-03-24T19:11:19.239224+00:00,4,45.27,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0104,E2,C3,0,2026-03-24T11:08:33.669320+00:00,2026-03-24T11:08:33.739386+00:00,4,322.91,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0104,E1,C3,1,2026-03-24T11:15:01.016913+00:00,2026-03-24T11:15:01.039366+00:00,7,270.03,2,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0104,E3,C3,2,2026-03-24T11:21:15.979996+00:00,2026-03-24T11:21:16.008802+00:00,7,284.06,2,1,1,,partially,4,no,,correct,correct,matches_completely,correct
user_0104,E5,C3,3,2026-03-24T13:04:42.185069+00:00,2026-03-24T13:04:42.209702+00:00,4,165.19,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0104,E4,C3,4,2026-03-24T13:06:41.103709+00:00,2026-03-24T13:06:41.125587+00:00,4,71.73,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0104,E6,C3,5,2026-03-24T13:08:01.780687+00:00,2026-03-24T13:08:01.799981+00:00,4,55.02,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0105,E2,C3,0,2026-03-24T17:57:57.853066+00:00,2026-03-24T17:57:57.873001+00:00,10,480.8,3,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0105,E1,C3,1,2026-03-24T18:11:36.854032+00:00,2026-03-24T18:11:36.875421+00:00,4,165.5,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0105,E3,C3,2,2026-03-24T18:20:35.752847+00:00,2026-03-24T18:20:35.770867+00:00,7,209.59,2,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0105,E5,C3,3,2026-03-24T18:36:57.024965+00:00,2026-03-24T18:36:57.053680+00:00,4,476.86,1,1,1,,does_not_match,2,no,,incorrect,incorrect,partially,incorrect
user_0105,E4,C3,4,2026-03-24T18:42:21.518434+00:00,2026-03-24T18:42:21.538986+00:00,4,122.59,1,1,1,,matches_completely,3,yes,,correct,correct,matches_completely,correct
user_0105,E6,C3,5,2026-03-24T18:56:53.492411+00:00,2026-03-24T18:56:53.514032+00:00,4,102.89,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0106,E2,C3,0,2026-03-24T15:10:06.697903+00:00,2026-03-24T15:10:06.722762+00:00,7,648.0,2,1,1,,partially,4,no,,correct,correct,does_not_match,correct
user_0106,E1,C3,1,2026-03-24T15:34:06.796280+00:00,2026-03-24T15:34:06.822451+00:00,11,1321.75,3,1,1,,partially,4,no,,correct,correct,matches_completely,correct
user_0106,E3,C3,2,2026-03-24T15:56:26.103567+00:00,2026-03-24T15:56:26.138882+00:00,4,604.08,1,1,1,,matches_completely,3,yes,,correct,correct,partially,correct
user_0106,E5,C3,3,2026-03-24T16:13:53.527051+00:00,2026-03-24T16:13:53.550142+00:00,7,226.58,2,1,1,,matches_completely,4,no,,correct,correct,matches_completely,correct
user_0106,E4,C3,4,2026-03-24T17:02:09.111764+00:00,2026-03-24T17:02:09.134947+00:00,10,1087.77,3,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0106,E6,C3,5,2026-03-24T17:12:16.427511+00:00,2026-03-24T17:12:16.460890+00:00,7,396.17,2,1,1,,matches_completely,3,yes,,correct,correct,matches_completely,correct
user_0107,E2,C3,0,2026-03-24T17:22:43.298872+00:00,2026-03-24T17:22:43.317910+00:00,11,447.75,3,1,1,,matches_completely,5,yes,,correct,correct,does_not_match,correct
user_0107,E1,C3,1,2026-03-24T17:29:46.884742+00:00,2026-03-24T17:29:46.905222+00:00,4,335.12,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0107,E3,C3,2,2026-03-24T17:45:04.658384+00:00,2026-03-24T17:45:04.682802+00:00,10,424.58,3,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0107,E5,C3,3,2026-03-24T17:56:54.099207+00:00,2026-03-24T17:56:54.120951+00:00,7,473.61,2,1,1,,partially,4,yes,,incorrect,correct,matches_completely,incorrect
user_0107,E4,C3,4,2026-03-24T18:01:33.535229+00:00,2026-03-24T18:01:33.555748+00:00,4,177.3,1,1,1,,matches_completely,5,yes,,correct,correct,partially,correct
user_0107,E6,C3,5,2026-03-24T18:04:24.478056+00:00,2026-03-24T18:04:24.494999+00:00,4,114.39,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0108,E2,C3,0,2026-03-24T17:08:58.636763+00:00,2026-03-24T17:08:58.662656+00:00,7,829.25,2,1,1,,matches_completely,5,yes,,correct,correct,does_not_match,correct
user_0108,E1,C3,1,2026-03-24T17:13:15.606994+00:00,2026-03-24T17:13:15.633045+00:00,4,119.94,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0108,E3,C3,2,2026-03-24T17:25:56.667471+00:00,2026-03-24T17:25:56.692148+00:00,10,730.17,1,1,1,,partially,5,no,,correct,correct,matches_completely,correct
user_0108,E5,C3,3,2026-03-24T17:29:26.785734+00:00,2026-03-24T17:29:26.807819+00:00,4,44.66,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0108,E4,C3,4,2026-03-24T17:32:46.417376+00:00,2026-03-24T17:32:46.437790+00:00,4,176.11,1,1,1,,matches_completely,4,yes,,correct,correct,partially,correct
user_0108,E6,C3,5,2026-03-24T17:36:15.388353+00:00,2026-03-24T17:36:15.406582+00:00,4,189.8,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0109,E2,C3,0,2026-03-24T15:19:42.005180+00:00,2026-03-24T15:19:42.031272+00:00,4,397.72,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0109,E1,C3,1,2026-03-24T15:40:52.438423+00:00,2026-03-24T15:40:52.464835+00:00,7,854.23,2,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0109,E3,C3,2,2026-03-24T16:05:59.260381+00:00,2026-03-24T16:05:59.285984+00:00,7,571.83,2,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0109,E5,C3,3,2026-03-24T16:22:22.769418+00:00,2026-03-24T16:22:22.794499+00:00,4,314.47,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0109,E4,C3,4,2026-03-24T16:35:48.142388+00:00,2026-03-24T16:35:48.162033+00:00,4,328.14,1,1,1,,partially,3,yes,,correct,correct,partially,correct
user_0109,E6,C3,5,2026-03-24T17:00:17.659400+00:00,2026-03-24T17:00:17.681144+00:00,4,1033.06,1,1,1,,partially,5,yes,,correct,correct,matches_completely,correct
user_0110,E2,C3,0,2026-03-24T15:52:13.724868+00:00,2026-03-24T15:52:13.749169+00:00,4,400.42,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0110,E1,C3,1,2026-03-24T16:12:31.789454+00:00,2026-03-24T16:12:31.823138+00:00,10,794.41,3,1,1,,partially,4,no,,correct,correct,partially,correct
user_0110,E3,C3,2,2026-03-24T16:35:49.893348+00:00,2026-03-24T16:35:49.912595+00:00,7,997.48,2,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0110,E5,C3,3,2026-03-24T16:45:33.834708+00:00,2026-03-24T16:45:33.856767+00:00,5,104.59,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0110,E4,C3,4,2026-03-24T17:16:45.461179+00:00,2026-03-24T17:16:45.483382+00:00,11,1238.17,3,1,1,,matches_completely,2,yes,,correct,correct,partially,correct
user_0110,E6,C3,5,2026-03-24T17:29:52.527657+00:00,2026-03-24T17:29:52.550713+00:00,4,300.42,1,1,1,,partially,3,yes,,correct,correct,matches_completely,correct
user_0113,E2,C3,0,2026-03-25T18:36:08.549943+00:00,2026-03-25T18:36:08.569877+00:00,4,122.84,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0113,E1,C3,1,2026-03-25T18:55:55.489399+00:00,2026-03-25T18:55:55.514926+00:00,12,957.14,3,1,1,,partially,3,no,,correct,correct,matches_completely,correct
user_0113,E3,C3,2,2026-03-25T19:11:44.636633+00:00,2026-03-25T19:11:44.665970+00:00,10,457.45,3,1,1,,partially,3,no,,correct,correct,matches_completely,correct
user_0113,E5,C3,3,2026-03-25T19:19:19.699901+00:00,2026-03-25T19:19:19.726803+00:00,11,224.31,3,1,1,,matches_completely,3,yes,,correct,correct,matches_completely,correct
user_0113,E4,C3,4,2026-03-25T19:28:38.371177+00:00,2026-03-25T19:28:38.401241+00:00,11,464.27,3,1,1,,partially,3,yes,,correct,correct,matches_completely,correct
user_0113,E6,C3,5,2026-03-25T19:39:39.150762+00:00,2026-03-25T19:39:39.181525+00:00,14,444.34,1,1,1,,partially,3,yes,,correct,correct,matches_completely,correct
user_0114,E2,C3,0,2026-03-25T18:36:02.294544+00:00,2026-03-25T18:36:02.321773+00:00,4,142.34,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0114,E1,C3,1,2026-03-25T18:50:16.237734+00:00,2026-03-25T18:50:16.265622+00:00,12,644.12,2,1,1,,does_not_match,5,yes,,incorrect,incorrect,partially,incorrect
user_0114,E3,C3,2,2026-03-25T19:02:40.292071+00:00,2026-03-25T19:02:40.325474+00:00,10,519.39,2,1,1,,does_not_match,5,yes,,incorrect,incorrect,partially,incorrect
user_0114,E5,C3,3,2026-03-25T19:08:50.100279+00:00,2026-03-25T19:08:50.122947+00:00,7,139.31,2,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0114,E4,C3,4,2026-03-25T19:26:46.870884+00:00,2026-03-25T19:26:46.911749+00:00,8,142.72,3,1,1,,partially,1,yes,,correct,correct,matches_completely,correct
user_0114,E6,C3,5,2026-03-25T19:30:00.342912+00:00,2026-03-25T19:30:00.368824+00:00,4,102.58,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0115,E2,C3,0,2026-03-25T19:46:48.539577+00:00,2026-03-25T19:46:48.560872+00:00,4,933.92,1,1,1,,partially,4,yes,,correct,correct,does_not_match,correct
user_0115,E1,C3,1,2026-03-25T20:01:02.800039+00:00,2026-03-25T20:01:02.822412+00:00,11,631.38,2,1,1,,matches_completely,5,yes,,correct,correct,partially,correct
user_0115,E3,C3,2,2026-03-25T20:04:32.098508+00:00,2026-03-25T20:04:32.117530+00:00,4,166.27,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0115,E5,C3,3,2026-03-25T20:16:44.458136+00:00,2026-03-25T20:16:44.482007+00:00,9,513.19,1,1,1,,partially,4,no,,incorrect,correct,partially,incorrect
user_0115,E4,C3,4,2026-03-25T20:20:13.643194+00:00,2026-03-25T20:20:13.662475+00:00,4,98.12,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0115,E6,C3,5,2026-03-25T20:21:56.641730+00:00,2026-03-25T20:21:56.664746+00:00,4,30.52,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0116,E2,C3,0,2026-03-25T19:01:29.554413+00:00,2026-03-25T19:01:29.579525+00:00,5,143.83,2,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0116,E1,C3,1,2026-03-25T19:06:32.743529+00:00,2026-03-25T19:06:32.763706+00:00,4,132.33,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0116,E3,C3,2,2026-03-25T19:27:37.599704+00:00,2026-03-25T19:27:37.624777+00:00,10,985.8,2,1,1,,does_not_match,4,no,,incorrect,incorrect,matches_completely,incorrect
user_0116,E5,C3,3,2026-03-25T19:32:16.848584+00:00,2026-03-25T19:32:16.874257+00:00,4,87.66,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0116,E4,C3,4,2026-03-25T19:34:59.721902+00:00,2026-03-25T19:34:59.747621+00:00,4,112.3,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0116,E6,C3,5,2026-03-25T19:36:41.235657+00:00,2026-03-25T19:36:41.260304+00:00,4,53.03,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0118,E2,C3,0,2026-03-26T14:47:23.206972+00:00,2026-03-26T14:47:23.229183+00:00,4,177.48,1,1,1,,partially,4,yes,,correct,correct,matches_completely,correct
user_0118,E1,C3,1,2026-03-26T14:55:09.353169+00:00,2026-03-26T14:55:09.376056+00:00,4,125.02,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0118,E3,C3,2,2026-03-26T15:14:41.077416+00:00,2026-03-26T15:14:41.100024+00:00,4,118.72,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0118,E5,C3,3,2026-03-26T15:21:42.730744+00:00,2026-03-26T15:21:42.750781+00:00,4,52.86,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0118,E4,C3,4,2026-03-26T15:24:09.633589+00:00,2026-03-26T15:24:09.651925+00:00,4,54.5,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0118,E6,C3,5,2026-03-26T15:27:15.838037+00:00,2026-03-26T15:27:15.858527+00:00,4,39.59,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0119,E2,C3,0,2026-03-26T15:16:51.885562+00:00,2026-03-26T15:16:51.905171+00:00,4,125.38,1,1,1,,matches_completely,3,yes,,correct,correct,does_not_match,correct
user_0119,E1,C3,1,2026-03-26T15:24:15.712976+00:00,2026-03-26T15:24:15.733539+00:00,7,180.8,2,1,1,,matches_completely,3,yes,,correct,correct,matches_completely,correct
user_0119,E3,C3,2,2026-03-26T15:29:18.421745+00:00,2026-03-26T15:29:18.439696+00:00,4,98.24,1,1,1,,partially,3,yes,,correct,correct,matches_completely,correct
user_0119,E5,C3,3,2026-03-26T15:41:33.729231+00:00,2026-03-26T15:41:33.757446+00:00,7,208.25,2,1,1,,matches_completely,3,yes,,correct,correct,matches_completely,correct
user_0119,E4,C3,4,2026-03-26T15:43:47.655922+00:00,2026-03-26T15:43:47.677522+00:00,4,32.97,1,1,1,,matches_completely,3,yes,,correct,correct,matches_completely,correct
user_0119,E6,C3,5,2026-03-26T15:46:24.687201+00:00,2026-03-26T15:46:24.708490+00:00,4,50.09,1,1,1,,matches_completely,3,yes,,correct,correct,matches_completely,correct
user_0120,E2,C3,0,2026-03-26T09:19:44.152594+00:00,2026-03-26T09:19:44.171963+00:00,4,601.62,1,1,1,,partially,3,yes,,correct,correct,matches_completely,correct
user_0120,E1,C3,1,2026-03-26T09:22:33.583172+00:00,2026-03-26T09:22:33.604919+00:00,4,101.14,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0120,E3,C3,2,2026-03-26T09:25:04.435106+00:00,2026-03-26T09:25:04.454327+00:00,4,91.55,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0120,E5,C3,3,2026-03-26T09:30:50.725652+00:00,2026-03-26T09:30:50.744376+00:00,4,104.25,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0120,E4,C3,4,2026-03-26T09:36:18.750021+00:00,2026-03-26T09:36:18.771557+00:00,4,300.67,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0120,E6,C3,5,2026-03-26T09:38:24.129806+00:00,2026-03-26T09:38:24.147341+00:00,4,88.28,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0121,E2,C3,0,2026-03-25T15:39:05.782239+00:00,2026-03-25T15:39:05.805030+00:00,4,68.58,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0121,E1,C3,1,2026-03-25T15:43:28.897498+00:00,2026-03-25T15:43:28.922803+00:00,4,36.58,3,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0121,E3,C3,2,2026-03-25T15:46:16.470526+00:00,2026-03-25T15:46:16.492220+00:00,7,112.17,2,1,1,,matches_completely,3,yes,,correct,correct,matches_completely,correct
user_0121,E5,C3,3,2026-03-25T15:48:06.401973+00:00,2026-03-25T15:48:06.428921+00:00,9,92.45,2,1,1,,partially,3,yes,,incorrect,correct,matches_completely,incorrect
user_0121,E4,C3,4,2026-03-25T17:05:35.433493+00:00,2026-03-25T17:05:35.456614+00:00,4,37.55,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0121,E6,C3,5,2026-03-25T17:10:28.712763+00:00,2026-03-25T17:14:14.371650+00:00,5,26.06,3,1,1,,matches_completely,3,yes,,correct,correct,matches_completely,correct
user_0123,E2,C3,0,2026-03-26T12:03:41.307962+00:00,2026-03-26T12:03:41.330147+00:00,10,1561.09,3,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0123,E1,C3,1,2026-03-26T12:08:25.764904+00:00,2026-03-26T12:08:25.783054+00:00,4,202.03,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0123,E3,C3,2,2026-03-26T12:11:11.628586+00:00,2026-03-26T12:11:11.647996+00:00,4,128.55,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0123,E5,C3,3,2026-03-26T12:22:44.357078+00:00,2026-03-26T12:22:44.379502+00:00,4,216.08,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0123,E4,C3,4,2026-03-26T12:32:16.353249+00:00,2026-03-26T12:32:16.377745+00:00,4,275.8,2,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0123,E6,C3,5,2026-03-26T12:36:53.069685+00:00,2026-03-26T12:36:53.088350+00:00,6,131.2,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0124,E2,C3,0,2026-03-26T13:34:54.708119+00:00,2026-03-26T13:34:54.729943+00:00,4,994.02,1,1,1,,partially,3,yes,,correct,correct,does_not_match,correct
user_0124,E1,C3,1,2026-03-26T13:53:03.901481+00:00,2026-03-26T13:53:03.929124+00:00,1,0.0,2,,,,partially,3,yes,,correct,correct,partially,correct
user_0124,E3,C3,2,2026-03-26T13:59:06.303077+00:00,2026-03-26T13:59:06.332073+00:00,4,151.39,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0124,E5,C3,3,2026-03-26T14:07:03.545148+00:00,2026-03-26T14:07:03.570270+00:00,7,317.67,2,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0124,E4,C3,4,2026-03-26T14:09:47.268702+00:00,2026-03-26T14:09:47.289214+00:00,4,78.33,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0124,E6,C3,5,2026-03-26T14:11:04.430321+00:00,2026-03-26T14:11:04.452988+00:00,4,20.53,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0125,E2,C3,0,2026-03-25T21:44:55.206783+00:00,2026-03-25T21:44:55.225991+00:00,4,962.22,1,1,1,,partially,3,yes,,correct,correct,matches_completely,correct
user_0125,E1,C3,1,2026-03-25T22:01:31.373064+00:00,2026-03-25T22:01:31.396535+00:00,10,624.41,3,1,1,,partially,4,yes,,correct,correct,matches_completely,correct
user_0125,E3,C3,2,2026-03-25T22:13:59.474524+00:00,2026-03-25T22:13:59.497676+00:00,8,441.56,3,1,1,,partially,4,yes,,correct,correct,matches_completely,correct
user_0125,E5,C3,3,2026-03-25T22:22:03.591355+00:00,2026-03-25T22:22:03.612990+00:00,4,160.53,1,1,1,,partially,4,yes,,incorrect,correct,matches_completely,incorrect
user_0125,E4,C3,4,2026-03-25T22:29:18.738101+00:00,2026-03-25T22:29:18.770932+00:00,10,294.62,2,1,1,,matches_completely,5,yes,,correct,correct,partially,correct
user_0125,E6,C3,5,2026-03-25T22:31:17.686230+00:00,2026-03-25T22:31:17.705030+00:00,4,45.8,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0126,E2,C3,0,2026-03-25T16:43:03.264328+00:00,2026-03-25T16:43:03.285119+00:00,4,405.83,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0126,E1,C3,1,2026-03-25T16:55:51.723818+00:00,2026-03-25T16:55:51.748681+00:00,6,394.36,1,1,1,,matches_completely,5,yes,,correct,correct,partially,correct
user_0126,E3,C3,2,2026-03-25T17:08:17.617192+00:00,2026-03-25T17:08:17.641764+00:00,8,668.11,2,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0126,E5,C3,3,2026-03-25T17:20:11.407068+00:00,2026-03-25T17:20:11.428580+00:00,7,199.75,2,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0126,E4,C3,4,2026-03-25T17:31:16.332596+00:00,2026-03-25T17:31:16.356086+00:00,10,450.86,3,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0126,E6,C3,5,2026-03-25T17:37:00.334900+00:00,2026-03-25T17:37:00.353567+00:00,4,104.98,1,1,1,,matches_completely,4,yes,,correct,correct,matches_completely,correct
user_0127,E2,C3,0,2026-03-25T17:25:30.801152+00:00,2026-03-25T17:25:30.822773+00:00,7,610.83,2,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0127,E1,C3,1,2026-03-25T17:27:53.818507+00:00,2026-03-25T17:27:53.838442+00:00,4,79.38,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0127,E3,C3,2,2026-03-25T17:37:57.208090+00:00,2026-03-25T17:37:57.227508+00:00,4,125.45,2,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0127,E5,C3,3,2026-03-25T17:42:28.528919+00:00,2026-03-25T17:42:28.546614+00:00,4,71.86,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0127,E4,C3,4,2026-03-25T17:44:49.952575+00:00,2026-03-25T17:44:49.972181+00:00,4,55.64,1,1,1,,matches_completely,5,yes,,correct,correct,partially,correct
user_0127,E6,C3,5,2026-03-25T17:56:26.139110+00:00,2026-03-25T17:56:26.166837+00:00,4,42.08,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
user_0128,E2,C3,0,2026-03-25T17:23:20.412256+00:00,2026-03-25T17:23:20.432857+00:00,4,481.36,1,1,1,,matches_completely,5,yes,,correct,correct,matches_completely,correct
